,name,team,age,min,pts,fgm,threepm,ftm,oreb,dreb,reb,ast,stl,blk,gp,wg,lg,winrate,year,dist_miles,dist_off,dist_def,avg_speed,avg_speed_off,avg_speed_def
137,Gerald Wallace,BOS,31,24.4,5.1,2.0,0.3,0.8,0.6,3.0,3.7,2.5,1.3,0.2,58,19,39,0.3275862068965517,2013,1.64,0.88,0.77,4.05,4.25,3.84
138,Gigi Datome,DET,26,7.0,2.4,1.0,0.2,0.2,0.4,0.9,1.4,0.3,0.2,0.0,34,9,25,0.2647058823529412,2013,0.49,0.26,0.24,4.21,4.56,3.84
139,Glen Davis,LAC,28,24.4,9.4,4.0,0.1,1.4,1.6,3.6,5.2,1.1,0.9,0.4,68,30,38,0.4411764705882353,2013,1.59,0.83,0.76,3.92,4.05,3.78
140,Glen Rice,WAS,23,9.9,2.9,1.0,0.5,0.5,0.4,1.5,1.8,0.6,0.5,0.1,11,2,9,0.18181818181818185,2013,0.75,0.4,0.35,4.52,4.73,4.29
141,Goran Dragic,PHX,28,35.1,20.3,7.3,1.6,4.2,0.9,2.3,3.2,5.9,1.4,0.3,76,45,31,0.5921052631578947,2013,2.56,1.39,1.17,4.38,4.83,3.94
142,Gordon Hayward,UTA,24,36.4,16.2,5.5,1.1,4.0,0.8,4.3,5.1,5.2,1.4,0.5,77,23,54,0.2987012987012987,2013,2.61,1.48,1.12,4.3,4.68,3.89
143,Gorgui Dieng,MIN,24,13.6,4.8,1.9,0.0,1.0,1.7,3.3,5.0,0.7,0.5,0.8,60,32,28,0.5333333333333333,2013,0.92,0.48,0.45,4.1,4.2,3.99
144,Gorgui Dieng,MIN,24,13.6,4.8,1.9,0.0,1.0,1.7,3.3,5.0,0.7,0.5,0.8,60,32,28,0.5333333333333333,2013,1.02,0.54,0.47,4.18,4.46,3.89
145,Gorgui Dieng,MIN,29,13.6,6.4,2.5,0.3,1.2,1.1,3.0,4.1,0.9,0.6,0.5,76,33,43,0.4342105263157895,2018,0.92,0.48,0.45,4.1,4.2,3.99
146,Gorgui Dieng,MIN,29,13.6,6.4,2.5,0.3,1.2,1.1,3.0,4.1,0.9,0.6,0.5,76,33,43,0.4342105263157895,2018,1.02,0.54,0.47,4.18,4.46,3.89
147,Greg Monroe,DET,24,32.8,15.2,6.1,0.0,2.9,3.1,6.1,9.3,2.1,1.1,0.6,82,29,53,0.35365853658536583,2013,2.17,1.13,1.04,3.98,4.1,3.85
148,Greg Oden,MIA,26,9.2,2.9,1.2,0.0,0.6,1.0,1.3,2.3,0.0,0.3,0.6,23,16,7,0.6956521739130435,2013,0.63,0.32,0.31,4.11,4.14,4.09
149,Greg Smith,HOU,23,9.1,3.5,1.6,0.0,0.2,1.0,1.5,2.5,0.0,0.1,0.2,11,7,4,0.6363636363636364,2013,0.63,0.33,0.3,4.13,4.45,3.83
150,Greg Stiemsma,NOP,28,18.3,2.9,1.3,0.0,0.3,1.3,2.8,4.1,0.7,0.6,1.0,55,21,34,0.3818181818181817,2013,1.29,0.73,0.56,4.22,4.56,3.86
151,Hamady Ndiaye,SAC,27,5.3,0.4,0.2,0.0,0.0,0.4,0.9,1.3,0.2,0.0,0.3,14,5,9,0.35714285714285715,2013,0.39,0.21,0.18,4.46,4.89,4.19
152,Harrison Barnes,GSW,22,28.3,9.5,3.5,0.8,1.7,0.8,3.1,4.0,1.5,0.8,0.3,78,48,30,0.6153846153846154,2013,2.14,1.1,1.05,4.49,5.01,4.05
153,Harrison Barnes,GSW,23,28.3,10.1,3.9,1.1,1.3,1.4,4.1,5.5,1.4,0.7,0.2,82,67,15,0.8170731707317073,2014,2.14,1.1,1.05,4.49,5.01,4.05
154,Hasheem Thabeet,OKC,27,8.4,1.2,0.6,0.0,0.0,0.4,1.3,1.7,0.0,0.2,0.4,23,18,5,0.7826086956521741,2013,0.56,0.28,0.28,4.01,4.07,3.9
155,Hedo Turkoglu,LAC,35,10.3,3.0,1.1,0.6,0.2,0.3,2.1,2.3,0.9,0.5,0.3,38,27,11,0.7105263157894737,2013,0.73,0.38,0.35,4.24,4.56,3.96
156,Henry Sims,PHI,24,19.0,7.6,2.8,0.0,2.0,2.3,2.9,5.2,1.1,0.6,0.4,46,11,35,0.2391304347826087,2013,1.34,0.69,0.65,4.23,4.47,4.01
157,Hilton Armstrong,GSW,29,6.4,1.7,0.6,0.0,0.5,1.3,1.9,3.1,0.3,0.3,0.3,15,12,3,0.8,2013,0.44,0.23,0.2,4.1,4.13,4.07
158,Hollis Thompson,PHI,23,22.6,6.0,2.2,0.9,0.7,0.9,2.3,3.2,0.9,0.7,0.2,77,18,59,0.23376623376623376,2013,1.69,0.87,0.83,4.51,4.87,4.18
159,Ian Clark,UTA,23,7.5,3.0,1.1,0.5,0.2,0.1,0.7,0.8,0.7,0.3,0.1,23,3,20,0.13043478260869565,2013,0.55,0.29,0.27,4.44,4.7,4.2
160,Ian Mahinmi,IND,27,16.2,3.5,1.2,0.0,1.2,1.4,1.9,3.3,0.3,0.5,0.9,77,51,26,0.6623376623376623,2013,1.1,0.57,0.52,4.06,4.14,3.98
161,Iman Shumpert,NYK,24,26.5,6.7,2.5,1.0,0.7,1.1,3.1,4.2,1.7,1.2,0.2,74,36,38,0.4864864864864865,2013,1.9,0.98,0.92,4.3,4.38,4.23
162,Isaiah Canaan,HOU,23,11.5,4.6,1.4,0.8,1.0,0.3,0.8,1.1,1.0,0.4,0.2,22,14,8,0.6363636363636364,2013,0.85,0.44,0.41,4.49,4.82,4.19
163,Isaiah Thomas,SAC,25,34.7,20.3,6.9,1.8,4.8,0.7,2.3,2.9,6.3,1.3,0.1,72,26,46,0.3611111111111111,2013,2.36,1.32,1.05,4.11,4.51,3.69
164,Ish Smith,PHX,25,14.4,3.7,1.7,0.0,0.3,0.4,1.4,1.8,2.6,0.7,0.2,70,39,31,0.5571428571428572,2013,1.11,0.58,0.53,4.66,4.97,4.36
165,J.J. Barea,MIN,30,18.6,8.4,3.2,0.9,1.0,0.2,1.7,1.9,3.8,0.3,0.0,79,40,39,0.5063291139240507,2013,1.34,0.77,0.57,4.34,4.87,3.78
166,JJ Hickson,DEN,25,26.9,11.8,4.8,0.0,2.2,3.0,6.2,9.2,1.4,0.7,0.7,69,31,38,0.4492753623188406,2013,1.92,0.99,0.92,4.28,4.57,4.01
167,JJ Redick,LAC,30,28.2,15.2,5.2,2.1,2.8,0.3,1.9,2.1,2.2,0.8,0.1,35,24,11,0.6857142857142857,2013,2.17,1.17,1.01,4.63,5.18,4.11
168,JJ Redick,LAC,30,28.2,15.2,5.2,2.1,2.8,0.3,1.9,2.1,2.2,0.8,0.1,35,24,11,0.6857142857142857,2013,2.11,1.16,0.95,4.5,4.92,4.08
169,JJ Redick,LAC,33,28.2,15.0,5.1,2.6,2.3,0.1,2.1,2.2,1.4,0.7,0.2,78,50,28,0.6410256410256411,2016,2.17,1.17,1.01,4.63,5.18,4.11
170,JJ Redick,LAC,33,28.2,15.0,5.1,2.6,2.3,0.1,2.1,2.2,1.4,0.7,0.2,78,50,28,0.6410256410256411,2016,2.11,1.16,0.95,4.5,4.92,4.08
171,JR Smith,NYK,28,32.7,14.5,5.4,2.6,1.2,0.5,3.5,4.0,3.0,0.9,0.3,74,34,40,0.4594594594594595,2013,2.17,1.18,1.0,3.99,4.2,3.78
172,JaVale McGee,DEN,26,15.9,7.0,3.4,0.0,0.2,2.0,1.4,3.4,0.4,0.2,1.4,5,1,4,0.2,2013,1.04,0.54,0.5,3.93,3.97,3.89
173,Jae Crowder,DAL,23,16.1,4.6,1.7,0.6,0.6,0.6,1.9,2.5,0.8,0.8,0.3,78,47,31,0.6025641025641025,2013,1.15,0.6,0.55,4.33,4.52,4.14
174,Jamaal Franklin,MEM,22,7.7,1.9,0.8,0.2,0.1,0.2,0.9,1.1,0.3,0.2,0.1,21,11,10,0.5238095238095238,2013,0.56,0.3,0.26,4.35,4.59,4.19
175,Jamaal Tinsley,UTA,36,13.8,1.1,0.5,0.1,0.0,0.3,1.1,1.4,2.9,0.3,0.0,8,0,8,0.0,2013,0.95,0.5,0.45,4.02,4.19,3.84
176,Jamal Crawford,LAC,34,30.4,18.6,6.1,2.3,4.0,0.5,1.8,2.3,3.2,0.9,0.2,69,47,22,0.6811594202898551,2013,2.04,1.06,0.98,4.05,4.39,3.73
177,Jameer Nelson,ORL,32,32.0,12.1,4.3,2.0,1.4,0.4,3.0,3.4,7.0,0.8,0.1,68,21,47,0.3088235294117647,2013,2.1,1.15,0.95,3.95,4.25,3.64
178,James Anderson,PHI,25,28.9,10.1,3.9,1.4,1.0,0.7,3.0,3.8,1.9,0.9,0.4,80,19,61,0.2375,2013,2.15,1.09,1.06,4.48,4.76,4.22
179,James Harden,HOU,24,38.0,25.4,7.5,2.4,7.9,0.8,3.9,4.7,6.1,1.6,0.4,73,48,25,0.6575342465753424,2013,2.34,1.2,1.15,3.71,3.89,3.54
180,James Johnson,MEM,27,18.4,7.4,2.8,0.4,1.5,1.2,2.0,3.2,2.1,0.8,1.1,52,33,19,0.6346153846153846,2013,1.31,0.7,0.61,4.28,4.51,4.04
181,James Jones,MIA,33,11.8,4.9,1.6,1.4,0.4,0.1,1.1,1.2,0.5,0.2,0.2,20,15,5,0.75,2013,0.84,0.45,0.39,4.26,4.5,4.01
182,James Southerland,NOP,24,7.5,3.5,1.3,0.8,0.3,0.0,2.0,2.0,0.0,0.3,0.5,4,2,2,0.5,2013,0.58,0.33,0.26,4.62,4.74,4.48
183,Jan Vesely,DEN,24,14.4,3.6,1.6,0.0,0.4,1.5,2.0,3.5,0.4,1.0,0.6,54,22,32,0.4074074074074074,2013,1.08,0.57,0.52,4.54,4.84,4.24
184,Jannero Pargo,CHA,34,8.3,4.7,1.8,0.8,0.3,0.0,0.7,0.7,1.8,0.5,0.0,29,15,14,0.5172413793103449,2013,0.59,0.33,0.26,4.23,4.67,3.77
185,Jared Cunningham,SAC,23,6.2,2.0,0.5,0.1,1.0,0.1,0.4,0.5,0.6,0.2,0.0,13,5,8,0.38461538461538464,2013,0.45,0.23,0.22,4.35,4.52,4.18
186,Jared Dudley,LAC,28,23.4,6.9,2.6,1.1,0.5,0.5,1.7,2.2,1.4,0.6,0.1,74,51,23,0.6891891891891891,2013,1.67,0.86,0.81,4.31,4.58,4.06
187,Jared Sullinger,BOS,22,27.6,13.3,5.2,0.8,2.1,3.3,4.9,8.1,1.6,0.5,0.7,74,23,51,0.3108108108108108,2013,1.82,0.96,0.85,3.95,4.14,3.77
188,Jarvis Varnado,PHI,26,14.1,4.1,1.5,0.0,1.1,0.8,1.8,2.6,0.5,0.4,1.2,24,5,19,0.20833333333333331,2013,0.96,0.49,0.47,4.1,4.36,3.86
189,Jason Collins,BKN,35,7.8,1.1,0.5,0.0,0.1,0.3,0.5,0.9,0.2,0.4,0.0,22,16,6,0.7272727272727273,2013,0.49,0.26,0.23,3.8,3.78,3.83
190,Jason Maxiell,ORL,31,14.4,3.2,1.4,0.0,0.4,0.8,1.7,2.5,0.3,0.2,0.6,34,7,27,0.2058823529411765,2013,1.01,0.55,0.46,4.22,4.45,3.96
191,Jason Smith,NOP,28,26.8,9.7,4.2,0.0,1.3,1.6,4.2,5.8,0.9,0.4,0.9,31,11,20,0.3548387096774194,2013,1.92,1.03,0.89,4.33,4.83,3.87
192,Jeff Adrien,MIL,28,18.1,6.8,2.7,0.0,1.4,1.9,3.8,5.8,0.7,0.5,0.7,53,17,36,0.3207547169811321,2013,1.2,0.63,0.56,3.97,4.13,3.8
193,Jeff Ayres,SAS,27,13.0,3.3,1.4,0.0,0.5,1.2,2.3,3.5,0.8,0.2,0.3,73,55,18,0.7534246575342466,2013,0.94,0.51,0.43,4.31,4.74,3.9
194,Jeff Green,BOS,27,34.2,16.9,5.9,1.6,3.5,0.7,4.0,4.6,1.7,0.7,0.6,82,25,57,0.3048780487804878,2013,2.29,1.24,1.05,4.02,4.3,3.74
195,Jeff Teague,ATL,26,32.2,16.5,5.8,0.9,4.0,0.4,2.2,2.6,6.7,1.1,0.2,79,37,42,0.4683544303797468,2013,2.1,1.15,0.95,3.92,4.37,3.49
196,Jeff Withey,NOP,24,11.8,3.3,1.2,0.0,0.9,0.8,1.7,2.6,0.4,0.3,0.9,58,21,37,0.3620689655172414,2013,0.86,0.48,0.39,4.39,4.71,4.06
197,Jeffery Taylor,CHA,25,24.2,8.0,3.2,0.7,1.0,0.6,1.7,2.3,0.8,0.5,0.2,26,12,14,0.4615384615384616,2013,1.79,0.98,0.81,4.42,4.75,4.07
198,Jeremy Evans,UTA,26,18.3,6.1,2.7,0.0,0.8,1.8,2.9,4.7,0.7,0.6,0.7,66,23,43,0.3484848484848485,2013,1.35,0.75,0.61,4.44,4.66,4.21
199,Jeremy Lamb,OKC,22,19.7,8.5,3.4,1.1,0.7,0.3,2.1,2.4,1.5,0.7,0.3,78,57,21,0.7307692307692307,2013,1.39,0.72,0.67,4.25,4.47,4.04
200,Jeremy Lin,HOU,25,28.9,12.5,4.2,1.2,3.1,0.5,2.2,2.6,4.1,1.0,0.4,71,48,23,0.676056338028169,2013,2.08,1.09,0.98,4.31,4.71,3.95
201,Jeremy Tyler,NYK,23,9.7,3.6,1.5,0.0,0.6,0.9,1.7,2.7,0.2,0.1,0.5,41,20,21,0.4878048780487805,2013,0.65,0.33,0.32,4.04,3.99,4.09
202,Jermaine O'Neal,GSW,35,20.1,7.9,2.8,0.0,2.3,1.9,3.6,5.5,0.6,0.3,0.9,44,27,17,0.6136363636363636,2013,1.3,0.66,0.64,3.91,4.06,3.77
203,Jerryd Bayless,BOS,25,23.4,9.3,3.4,1.1,1.3,0.3,1.7,2.0,2.7,0.8,0.1,72,24,48,0.3333333333333333,2013,1.6,0.88,0.72,4.1,4.41,3.77
204,Jimmer Fredette,CHI,25,10.6,5.6,2.2,0.8,0.4,0.2,0.9,1.1,1.3,0.3,0.1,49,20,29,0.4081632653061225,2013,0.77,0.43,0.34,4.36,4.76,3.92
205,Jimmy Butler,CHI,24,38.7,13.1,4.1,1.0,3.9,1.3,3.6,4.9,2.6,1.9,0.5,67,43,24,0.6417910447761194,2013,2.7,1.44,1.26,4.22,4.35,4.07
206,Jimmy Butler,CHI,24,38.7,13.1,4.1,1.0,3.9,1.3,3.6,4.9,2.6,1.9,0.5,67,43,24,0.6417910447761194,2013,2.77,1.49,1.28,4.31,4.53,4.07
207,Jimmy Butler,CHI,25,38.7,20.0,6.5,1.1,5.9,1.8,4.1,5.8,3.3,1.8,0.6,65,40,25,0.6153846153846154,2014,2.7,1.44,1.26,4.22,4.35,4.07
208,Jimmy Butler,CHI,25,38.7,20.0,6.5,1.1,5.9,1.8,4.1,5.8,3.3,1.8,0.6,65,40,25,0.6153846153846154,2014,2.77,1.49,1.28,4.31,4.53,4.07
209,Jodie Meeks,LAL,26,33.2,15.7,5.4,2.1,2.9,0.4,2.1,2.5,1.8,1.4,0.1,77,25,52,0.3246753246753247,2013,2.43,1.24,1.19,4.4,4.63,4.19
210,Joe Johnson,BKN,33,32.6,15.8,5.8,2.1,2.0,0.6,2.8,3.4,2.7,0.6,0.1,79,43,36,0.5443037974683544,2013,2.17,1.16,1.01,4.0,4.27,3.73
211,Joel Anthony,BOS,31,5.6,0.8,0.4,0.0,0.1,0.5,0.7,1.2,0.1,0.1,0.4,33,16,17,0.4848484848484849,2013,0.42,0.23,0.2,4.49,4.75,4.23
212,Joel Freeland,POR,27,14.0,3.3,1.5,0.0,0.4,1.7,2.3,4.0,0.7,0.2,0.4,52,37,15,0.7115384615384616,2013,0.99,0.53,0.46,4.27,4.5,4.03
213,John Jenkins,ATL,23,12.1,3.1,1.2,0.3,0.3,0.2,1.5,1.7,0.8,0.1,0.1,13,6,7,0.4615384615384616,2013,0.9,0.47,0.43,4.46,4.98,4.01
214,John Lucas III,UTA,31,14.1,3.8,1.5,0.6,0.2,0.3,0.6,0.9,1.0,0.3,0.0,42,10,32,0.2380952380952381,2013,1.05,0.59,0.47,4.53,4.76,4.27
215,John Salmons,TOR,34,22.1,5.2,1.9,0.8,0.5,0.3,1.8,2.1,1.9,0.6,0.2,78,46,32,0.5897435897435898,2013,1.45,0.77,0.69,3.99,4.09,3.87
216,Jon Leuer,MEM,25,13.1,6.2,2.5,0.5,0.8,0.8,2.5,3.2,0.4,0.4,0.3,49,24,25,0.4897959183673469,2013,0.96,0.52,0.44,4.43,4.75,4.1
217,Jon Leuer,MEM,25,13.1,6.2,2.5,0.5,0.8,0.8,2.5,3.2,0.4,0.4,0.3,49,24,25,0.4897959183673469,2013,0.97,0.52,0.45,4.46,4.79,4.11
218,Jon Leuer,MEM,26,13.1,4.5,1.9,0.1,0.6,0.8,2.5,3.3,0.7,0.3,0.1,63,45,18,0.7142857142857143,2014,0.96,0.52,0.44,4.43,4.75,4.1
219,Jon Leuer,MEM,26,13.1,4.5,1.9,0.1,0.6,0.8,2.5,3.3,0.7,0.3,0.1,63,45,18,0.7142857142857143,2014,0.97,0.52,0.45,4.46,4.79,4.11
220,Jonas Jerebko,DET,27,11.6,4.2,1.5,0.5,0.7,0.8,1.9,2.7,0.6,0.3,0.1,64,23,41,0.359375,2013,0.86,0.46,0.4,4.45,4.78,4.1
221,Jordan Crawford,GSW,25,23.0,11.0,4.0,1.1,1.8,0.3,1.9,2.3,3.5,0.6,0.1,81,39,42,0.4814814814814815,2013,1.53,0.84,0.7,4.02,4.34,3.7
222,Jordan Farmar,LAL,27,22.3,10.1,3.7,1.7,1.1,0.5,2.0,2.5,4.9,0.9,0.2,41,16,25,0.3902439024390244,2013,1.65,0.9,0.75,4.47,4.97,3.98
223,Jordan Hamilton,HOU,23,17.0,6.7,2.5,1.2,0.7,0.5,2.7,3.2,0.9,0.7,0.3,60,31,29,0.5166666666666667,2013,1.23,0.64,0.59,4.37,4.68,4.07
224,Jordan Hill,LAL,26,20.8,9.7,4.0,0.0,1.7,2.7,4.7,7.4,0.8,0.4,0.9,72,24,48,0.3333333333333333,2013,1.48,0.77,0.71,4.26,4.5,4.03
225,Jorge Gutierrez,BKN,25,16.3,4.1,1.7,0.2,0.6,0.2,1.3,1.5,2.0,0.7,0.1,15,8,7,0.5333333333333333,2013,1.17,0.63,0.54,4.39,4.63,4.15
226,Jose Calderon,DAL,32,30.5,11.4,4.2,2.4,0.6,0.4,2.0,2.4,4.7,0.9,0.1,81,49,32,0.6049382716049383,2013,2.21,1.24,0.97,4.36,4.84,3.87
227,Josh Childress,NOP,31,6.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.3,0.0,4,2,2,0.5,2013,0.43,0.21,0.22,4.28,4.37,4.2
228,Josh Harrellson,DET,25,9.9,2.9,1.2,0.4,0.2,0.9,1.4,2.4,0.5,0.2,0.5,32,12,20,0.375,2013,0.67,0.35,0.32,4.08,4.33,3.8
229,Josh McRoberts,CHA,27,30.3,8.5,3.2,1.3,0.8,1.1,3.7,4.8,4.3,0.7,0.6,78,39,39,0.5,2013,2.14,1.22,0.91,4.24,4.72,3.74
230,Josh Powell,HOU,31,19.4,4.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1,0,1,0.0,2013,1.24,0.62,0.62,3.74,3.98,3.52
231,Josh Smith,DET,28,35.5,16.4,6.7,0.9,2.1,1.3,5.4,6.8,3.3,1.4,1.4,77,28,49,0.3636363636363637,2013,2.22,1.12,1.1,3.77,3.81,3.72
232,Jrue Holiday,NOP,24,33.6,14.3,6.0,0.9,1.5,0.8,3.4,4.2,7.9,1.6,0.4,34,15,19,0.4411764705882353,2013,2.44,1.31,1.13,4.38,4.91,3.88
233,Julyan Stone,TOR,25,5.7,0.9,0.3,0.1,0.1,0.1,0.9,1.0,0.6,0.1,0.0,21,9,12,0.42857142857142855,2013,0.41,0.23,0.18,4.31,4.58,4.01
234,Justin Hamilton,MIA,24,9.0,3.3,1.1,0.4,0.6,0.5,0.4,0.9,0.0,0.6,0.0,8,4,4,0.5,2013,0.65,0.35,0.29,4.33,4.46,4.0
235,Kawhi Leonard,SAS,23,29.1,12.8,5.1,1.0,1.5,1.2,5.1,6.2,2.0,1.7,0.8,66,54,12,0.8181818181818182,2013,2.19,1.18,1.02,4.52,4.88,4.17
236,Keith Bogans,BOS,34,9.2,2.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.2,0.0,6,1,5,0.16666666666666666,2013,0.6,0.31,0.29,3.89,3.75,4.06
237,Kelly Olynyk,BOS,23,20.0,8.7,3.3,0.6,1.4,2.0,3.2,5.2,1.6,0.5,0.4,70,18,52,0.2571428571428571,2013,1.45,0.79,0.67,4.36,4.74,3.99
238,Kemba Walker,CHA,24,35.8,17.7,6.2,1.5,3.9,0.5,3.7,4.2,6.1,1.2,0.4,73,38,35,0.5205479452054794,2013,2.52,1.43,1.09,4.23,4.7,3.73
239,Kendall Marshall,LAL,22,29.0,8.0,3.1,1.3,0.4,0.3,2.6,2.9,8.8,0.9,0.1,54,14,40,0.25925925925925924,2013,2.01,1.08,0.93,4.18,4.73,3.69
240,Kendrick Perkins,OKC,29,19.5,3.4,1.4,0.0,0.6,1.3,3.6,4.9,1.1,0.4,0.5,62,48,14,0.7741935483870968,2013,1.29,0.66,0.63,3.99,4.24,3.75
241,Kenneth Faried,DEN,24,27.2,13.7,5.6,0.0,2.5,3.0,5.6,8.6,1.2,0.9,0.9,80,36,44,0.45,2013,1.93,1.0,0.93,4.27,4.54,4.01
242,Kent Bazemore,LAL,24,13.6,6.0,2.2,0.6,1.0,0.1,1.6,1.7,1.4,0.6,0.2,67,35,32,0.5223880597014925,2013,1.01,0.52,0.49,4.46,4.81,4.15
243,Kentavious Caldwell-Pope,DET,21,19.8,5.9,2.3,0.7,0.6,0.5,1.5,2.0,0.7,0.9,0.2,80,28,52,0.35,2013,1.4,0.72,0.68,4.26,4.41,4.12
244,Kenyon Martin,NYK,36,19.8,4.3,2.0,0.0,0.3,1.1,3.1,4.2,1.6,0.8,0.8,32,13,19,0.40625,2013,1.24,0.64,0.6,3.75,3.81,3.7
245,Kevin Durant,OKC,25,38.5,32.0,10.5,2.4,8.7,0.7,6.7,7.4,5.5,1.3,0.7,81,58,23,0.7160493827160493,2013,2.53,1.33,1.2,3.94,4.31,3.6
246,Kevin Love,MIN,25,36.3,26.1,8.4,2.5,6.8,2.9,9.6,12.5,4.4,0.8,0.5,77,39,38,0.5064935064935064,2013,2.36,1.28,1.08,3.91,4.22,3.6
247,Kevin Martin,MIN,31,32.0,19.1,6.5,1.7,4.5,0.5,2.5,3.0,1.8,1.0,0.1,68,32,36,0.4705882352941176,2013,2.15,1.13,1.01,4.05,4.24,3.85
248,Kevin Seraphin,WAS,24,10.9,4.7,2.1,0.0,0.5,1.0,1.4,2.4,0.3,0.1,0.5,53,25,28,0.4716981132075472,2013,0.78,0.41,0.37,4.31,4.57,4.05
249,Kirk Hinrich,CHI,33,29.0,9.1,3.3,1.2,1.3,0.4,2.2,2.6,3.9,1.1,0.4,73,45,28,0.6164383561643836,2013,2.2,1.23,0.97,4.56,4.93,4.16
250,Kosta Koufos,MEM,25,16.9,6.4,2.8,0.0,0.8,2.0,3.2,5.2,0.5,0.4,0.9,80,48,32,0.6,2013,1.2,0.66,0.55,4.29,4.56,4.01
251,Kris Humphries,BOS,29,19.9,8.4,3.3,0.0,1.7,1.8,4.1,5.9,1.0,0.4,0.9,69,22,47,0.3188405797101449,2013,1.39,0.75,0.64,4.2,4.49,3.91
252,Kyle O'Quinn,ORL,24,17.2,6.2,2.7,0.0,0.8,1.4,3.8,5.3,1.1,0.6,1.3,69,20,49,0.2898550724637681,2013,1.16,0.63,0.53,4.05,4.34,3.75
253,Kyle Singler,DET,26,28.5,9.6,3.3,1.1,1.9,1.4,2.3,3.7,0.9,0.7,0.5,82,29,53,0.35365853658536583,2013,2.17,1.14,1.03,4.57,4.85,4.29
254,LaMarcus Aldridge,POR,28,36.2,23.2,9.4,0.0,4.3,2.4,8.7,11.1,2.6,0.9,1.0,69,46,23,0.6666666666666666,2013,2.42,1.3,1.12,4.01,4.23,3.78
255,Lance Stephenson,IND,23,35.3,13.8,5.5,1.1,1.8,1.2,5.9,7.2,4.6,0.7,0.1,78,53,25,0.6794871794871795,2013,2.29,1.2,1.09,3.91,4.01,3.81
256,Lance Thomas,NOP,26,8.4,1.2,0.4,0.0,0.4,0.4,1.0,1.4,0.6,0.0,0.0,5,3,2,0.6,2013,0.63,0.34,0.28,4.41,4.53,4.28
257,Lavoy Allen,IND,25,16.5,4.7,2.1,0.0,0.5,1.8,3.0,4.8,1.1,0.4,0.5,65,18,47,0.2769230769230769,2013,1.17,0.61,0.56,4.27,4.61,3.96
258,LeBron James,MIA,29,37.7,27.1,10.0,1.5,5.7,1.1,5.9,6.9,6.3,1.6,0.3,77,52,25,0.6753246753246753,2013,2.43,1.27,1.17,3.88,4.1,3.66
259,Leandro Barbosa,PHX,31,18.4,7.5,2.8,0.4,1.6,0.3,1.6,1.9,1.6,0.4,0.2,20,12,8,0.6,2013,1.29,0.7,0.59,4.22,4.56,3.85
260,Lorenzo Brown,PHI,23,8.6,2.5,1.0,0.1,0.3,0.3,0.8,1.1,1.6,0.5,0.1,26,2,24,0.07692307692307693,2013,0.69,0.36,0.33,4.84,5.32,4.42
261,Lou Amundson,CHI,31,9.7,2.0,0.8,0.0,0.3,1.5,1.4,2.9,0.3,0.5,0.6,19,11,8,0.5789473684210527,2013,0.73,0.4,0.33,4.5,4.95,4.06
262,Lou Williams,ATL,27,24.1,10.4,3.3,1.3,2.5,0.2,1.9,2.1,3.5,0.8,0.1,60,26,34,0.43333333333333335,2013,1.58,0.85,0.73,3.95,4.35,3.57
263,Luc Mbah a Moute,MIN,27,15.7,3.5,1.4,0.1,0.7,0.9,1.4,2.3,0.6,0.5,0.2,64,31,33,0.484375,2013,1.08,0.57,0.51,4.15,4.28,4.02
264,Luis Scola,IND,34,17.1,7.6,3.2,0.0,1.2,1.0,3.7,4.8,1.0,0.3,0.2,82,56,26,0.6829268292682927,2013,1.25,0.69,0.56,4.4,4.72,4.07
265,Luke Babbitt,NOP,25,17.5,6.3,2.2,1.3,0.5,0.7,2.6,3.3,1.1,0.3,0.4,27,9,18,0.3333333333333333,2013,1.27,0.71,0.55,4.35,4.75,3.92
266,Luol Deng,CLE,29,35.1,16.0,5.9,0.9,3.4,1.6,4.2,5.7,2.9,1.0,0.1,63,29,34,0.4603174603174603,2013,2.44,1.31,1.13,4.18,4.47,3.9
267,Maalik Wayns,LAC,23,4.7,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2,2,0,1.0,2013,0.36,0.18,0.18,4.51,4.83,5.52
268,Malcolm Thomas,UTA,25,7.8,1.9,0.9,0.1,0.0,0.6,2.0,2.6,0.3,0.0,0.4,8,2,6,0.25,2013,0.55,0.3,0.24,4.24,4.56,3.9
269,Manny Harris,LAL,24,20.0,8.1,3.1,0.8,1.1,0.8,3.0,3.8,1.2,0.4,0.1,9,2,7,0.2222222222222222,2013,1.45,0.71,0.74,4.35,4.6,4.13
270,Manu Ginobili,SAS,36,22.8,12.3,4.3,1.3,2.4,0.4,2.5,3.0,4.3,1.0,0.3,68,52,16,0.7647058823529411,2013,1.6,0.85,0.75,4.22,4.64,3.82
271,Marc Gasol,MEM,29,33.4,14.6,5.7,0.0,3.1,1.4,5.8,7.2,3.6,1.0,1.3,59,40,19,0.6779661016949152,2013,2.07,1.12,0.96,3.74,3.83,3.63
272,Marcin Gortat,WAS,30,32.8,13.2,5.6,0.0,1.9,2.5,7.0,9.5,1.7,0.5,1.5,81,44,37,0.5432098765432098,2013,2.28,1.2,1.08,4.18,4.48,3.89
